StageId,StageType,BGM,EnemyIds,HPRate,AtkRate,DefRate,RewardRate,InitCount,AddCount
15,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,1.7,1.7,1.7,1.7,40,20
16,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,1.75,1.75,1.75,1.75,40,20
17,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,1.8,1.8,1.8,1.8,40,20
18,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,1.85,1.85,1.85,1.85,40,20
19,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,1.9,1.9,1.9,1.9,40,20
20,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,1.95,1.95,1.95,1.95,40,20
21,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2,2,2,2,40,20
22,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.05,2.05,2.05,2.05,40,20
23,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.1,2.1,2.1,2.1,40,20
24,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.15,2.15,2.15,2.15,40,20
25,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.2,2.2,2.2,2.2,40,20
26,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.25,2.25,2.25,2.25,40,20
27,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.3,2.3,2.3,2.3,40,20
28,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.35,2.35,2.35,2.35,40,20
29,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.4,2.4,2.4,2.4,40,20
30,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.45,2.45,2.45,2.45,40,20
31,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.5,2.5,2.5,2.5,40,20
32,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.55,2.55,2.55,2.55,40,20
33,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.6,2.6,2.6,2.6,40,20
34,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.65,2.65,2.65,2.65,40,20
35,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.7,2.7,2.7,2.7,40,20
36,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.75,2.75,2.75,2.75,40,20
37,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.8,2.8,2.8,2.8,40,20
38,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.85,2.85,2.85,2.85,40,20
39,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.9,2.9,2.9,2.9,40,20
40,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,2.95,2.95,2.95,2.95,40,20
41,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3,3,3,3,40,20
42,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.05,3.05,3.05,3.05,40,20
43,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.1,3.1,3.1,3.1,40,20
44,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.15,3.15,3.15,3.15,40,20
45,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.2,3.2,3.2,3.2,40,20
46,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.25,3.25,3.25,3.25,40,20
47,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.3,3.3,3.3,3.3,40,20
48,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.35,3.35,3.35,3.35,40,20
49,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.4,3.4,3.4,3.4,40,20
50,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.45,3.45,3.45,3.45,40,20
51,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.5,3.5,3.5,3.5,40,20
52,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.55,3.55,3.55,3.55,40,20
53,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.6,3.6,3.6,3.6,40,20
54,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.65,3.65,3.65,3.65,40,20
55,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.7,3.7,3.7,3.7,40,20
56,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.75,3.75,3.75,3.75,40,20
57,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.8,3.8,3.8,3.8,40,20
58,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.85,3.85,3.85,3.85,40,20
59,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.9,3.9,3.9,3.9,40,20
60,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,3.95,3.95,3.95,3.95,40,20
61,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4,4,4,4,40,20
62,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.05,4.05,4.05,4.05,40,20
63,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.1,4.1,4.1,4.1,40,20
64,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.15,4.15,4.15,4.15,40,20
65,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.2,4.2,4.2,4.2,40,20
66,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.25,4.25,4.25,4.25,40,20
67,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.3,4.3,4.3,4.3,40,20
68,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.35,4.35,4.35,4.35,40,20
69,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.4,4.4,4.4,4.4,40,20
70,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.45,4.45,4.45,4.45,40,20
71,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.5,4.5,4.5,4.5,40,20
72,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.55,4.55,4.55,4.55,40,20
73,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.6,4.6,4.6,4.6,40,20
74,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.65,4.65,4.65,4.65,40,20
75,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.7,4.7,4.7,4.7,40,20
76,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.75,4.75,4.75,4.75,40,20
77,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.8,4.8,4.8,4.8,40,20
78,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.85,4.85,4.85,4.85,40,20
79,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.9,4.9,4.9,4.9,40,20
80,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,4.95,4.95,4.95,4.95,40,20
81,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5,5,5,5,40,20
82,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.05,5.05,5.05,5.05,40,20
83,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.1,5.1,5.1,5.1,40,20
84,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.15,5.15,5.15,5.15,40,20
85,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.2,5.2,5.2,5.2,40,20
86,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.25,5.25,5.25,5.25,40,20
87,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.3,5.3,5.3,5.3,40,20
88,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.35,5.35,5.35,5.35,40,20
89,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.4,5.4,5.4,5.4,40,20
90,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.45,5.45,5.45,5.45,40,20
91,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.5,5.5,5.5,5.5,40,20
92,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.55,5.55,5.55,5.55,40,20
93,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.6,5.6,5.6,5.6,40,20
94,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.65,5.65,5.65,5.65,40,20
95,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.7,5.7,5.7,5.7,40,20
96,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.75,5.75,5.75,5.75,40,20
97,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.8,5.8,5.8,5.8,40,20
98,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.85,5.85,5.85,5.85,40,20
99,Forest,bgm_forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.9,5.9,5.9,5.9,40,20
100,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,5.95,5.95,5.95,5.95,40,20
101,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6,6,6,6,40,20
102,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.05,6.05,6.05,6.05,40,20
103,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.1,6.1,6.1,6.1,40,20
104,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.15,6.15,6.15,6.15,40,20
105,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.2,6.2,6.2,6.2,40,20
106,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.25,6.25,6.25,6.25,40,20
107,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.3,6.3,6.3,6.3,40,20
108,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.35,6.35,6.35,6.35,40,20
109,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.4,6.4,6.4,6.4,40,20
110,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.45,6.45,6.45,6.45,40,20
111,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.5,6.5,6.5,6.5,40,20
112,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.55,6.55,6.55,6.55,40,20
113,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.6,6.6,6.6,6.6,40,20
114,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.65,6.65,6.65,6.65,40,20
115,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.7,6.7,6.7,6.7,40,20
116,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.75,6.75,6.75,6.75,40,20
117,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.8,6.8,6.8,6.8,40,20
118,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.85,6.85,6.85,6.85,40,20
119,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.9,6.9,6.9,6.9,40,20
120,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,6.95,6.95,6.95,6.95,40,20
121,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7,7,7,7,40,20
122,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.05,7.05,7.05,7.05,40,20
123,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.1,7.1,7.1,7.1,40,20
124,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.15,7.15,7.15,7.15,40,20
125,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.2,7.2,7.2,7.2,40,20
126,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.25,7.25,7.25,7.25,40,20
127,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.3,7.3,7.3,7.3,40,20
128,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.35,7.35,7.35,7.35,40,20
129,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.4,7.4,7.4,7.4,40,20
130,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.45,7.45,7.45,7.45,40,20
131,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.5,7.5,7.5,7.5,40,20
132,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.55,7.55,7.55,7.55,40,20
133,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.6,7.6,7.6,7.6,40,20
134,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.65,7.65,7.65,7.65,40,20
135,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.7,7.7,7.7,7.7,40,20
136,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.75,7.75,7.75,7.75,40,20
137,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.8,7.8,7.8,7.8,40,20
138,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.85,7.85,7.85,7.85,40,20
139,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.9,7.9,7.9,7.9,40,20
140,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,7.95,7.95,7.95,7.95,40,20
141,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8,8,8,8,40,20
142,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.05,8.05,8.05,8.05,40,20
143,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.1,8.1,8.1,8.1,40,20
144,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.15,8.15,8.15,8.15,40,20
145,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.2,8.2,8.2,8.2,40,20
146,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.25,8.25,8.25,8.25,40,20
147,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.3,8.3,8.3,8.3,40,20
148,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.35,8.35,8.35,8.35,40,20
149,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.4,8.4,8.4,8.4,40,20
150,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.45,8.45,8.45,8.45,40,20
151,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.5,8.5,8.5,8.5,40,20
152,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.55,8.55,8.55,8.55,40,20
153,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.6,8.6,8.6,8.6,40,20
154,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.65,8.65,8.65,8.65,40,20
155,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.7,8.7,8.7,8.7,40,20
156,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.75,8.75,8.75,8.75,40,20
157,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.8,8.8,8.8,8.8,40,20
158,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.85,8.85,8.85,8.85,40,20
159,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.9,8.9,8.9,8.9,40,20
160,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.95,8.95,8.95,8.95,40,20
161,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9,9,9,9,40,20
162,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.05,9.05,9.05,9.05,40,20
163,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.1,9.1,9.1,9.1,40,20
164,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.15,9.15,9.15,9.15,40,20
165,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.2,9.2,9.2,9.2,40,20
166,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.25,9.25,9.25,9.25,40,20
167,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.3,9.3,9.3,9.3,40,20
168,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.35,9.35,9.35,9.35,40,20
169,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.4,9.4,9.4,9.4,40,20
170,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.45,9.45,9.45,9.45,40,20
171,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.5,9.5,9.5,9.5,40,20
172,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.55,9.55,9.55,9.55,40,20
173,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.6,9.6,9.6,9.6,40,20
174,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.65,9.65,9.65,9.65,40,20
175,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.7,9.7,9.7,9.7,40,20
176,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.75,9.75,9.75,9.75,40,20
177,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.8,9.8,9.8,9.8,40,20
178,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.85,9.85,9.85,9.85,40,20
179,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.9,9.9,9.9,9.9,40,20
180,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.95,9.95,9.95,9.95,40,20
181,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10,10,10,10,40,20
182,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.05,10.05,10.05,10.05,40,20
183,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.1,10.1,10.1,10.1,40,20
184,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.15,10.15,10.15,10.15,40,20
185,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.2,10.2,10.2,10.2,40,20
186,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.25,10.25,10.25,10.25,40,20
187,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.3,10.3,10.3,10.3,40,20
188,Cave,bgm_cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.35,10.35,10.35,10.35,40,20
